name,platform,file,sequence,vol_min,vol_max,dist_min,dist_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,volume_min_falloff_curve,volumefalloffcurve,reverb_send,dist_reverb_max,reverb_min_falloff_curve,reverb_falloff_curve,pitch_min,pitch_max,randomize_type,spatialized,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,chainaliasname,startdelay,speakermap,lfe percentage,center percentage,envelop_min,envelop_max,envelop percentage,occlusion_level,occlusion_wet_dry,real_delay,distance_lpf,move_type,move_time,min_priority,max_priority,min_priority_threshold,max_priority_threshold,doppler,isbig
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#F4 Corsair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_corsair_fire,,SFX/Weapon/Special/airplane_50cal/plane_50cal.wav,,0.9,1,200,4400,,,,,hvy_wpn,,curve3,,,,,0.9,1,,3d,,,,0.7,pel1a firing_range pel2,,,,,,,,,,,,,,,,,,75,90,0.25,0.8,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Bouncing Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betty_activated,,SFX\Weapon\Special\Bouncing_Betty\BBTrigger.wav,,0.9,1,10,1300,,,,,hvy_wpn,,curve3,,2000,,,0.9,1,,3d,,,,0.7,all_mp,,,,,,,,,,,,,,,,,,75,90,0.25,0.8,,
Betty_activated,,SFX\Weapon\Special\Bouncing_Betty\BBTrigger.wav,,0.9,1,10,1300,,,,,hvy_wpn,,curve3,,2000,,,0.9,1,,3d,,,,0.7,audio_test_tuey,,,mortar_dirt_zombie,,,,,,,,,,,,,,,75,90,0.25,0.8,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbetty_plant_wood,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_rock,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_dirt,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_default,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_bark,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_brick,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_carpet,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_cloth,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_concrete,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
#bbetty_plant_flesh,,SFX/null.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_foliage,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_glass,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_grass,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_gravel,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_ice,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_metal,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_mud,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
#bbetty_plant_paper,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_plaster,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_sand,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_snow,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbetty_plant_water,,SFX/Weapon/Gren/grenade_water/grenade_water_02.wav,1,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_water,,SFX/Weapon/Gren/grenade_water/grenade_water_03.wav,2,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_water,,SFX/Weapon/Gren/grenade_water/grenade_water_04.wav,3,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#bbetty_plant_water_2,,SFX/Destruction/Explosion_Debris/water_##,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_asphalt,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_ceramic,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
#bbetty_plant_plastic,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
#bbetty_plant_rubber,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
bbetty_plant_cushion,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
#bbetty_plant_fruit,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
#bbetty_plant_paintedmetal,,SFX\Weapon\Special\Bouncing_Betty\bb_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp audio_test_tuey,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Satchel Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#shoebox_bomb_plant,,SFX/Weapon/Special/shoebox_bomb/set_bomb_##,,0.9,1,10,300,,,,,hvy_wpn,,curve3,,600,,,0.9,1,,3d,,,,0.7,all_mp,,,,,,,,,,,,,,,,,,75,90,0.25,0.8,,
#shoebox_activated,,SFX/Weapon/Special/shoebox_bomb/shoebox_activate.wav,,0.9,1,10,1300,,,,,hvy_wpn,,curve3,,600,,,0.9,1,,3d,,,,0.7,all_mp,,,,,,,,,,,,,,,,,,75,90,0.25,0.8,,
#shoebox_explo_main,,SFX/Destruction/Explosion_Spc_##,,0.9,1,350,12000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,,,,,0.5,0.25,,,,,,,,,,80,90,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
satchel_plant_wood,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_rock,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_dirt,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_default,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_bark,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_brick,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_carpet,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_cloth,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_concrete,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
#satchel_plant_flesh,,SFX/null.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_foliage,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_glass,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_grass,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_gravel,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_ice,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_metal,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_mud,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_paper,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_plaster,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_sand,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_snow,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
satchel_plant_water,,SFX/Weapon/Gren/grenade_water/grenade_water_02.wav,1,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_water,,SFX/Weapon/Gren/grenade_water/grenade_water_03.wav,2,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_water,,SFX/Weapon/Gren/grenade_water/grenade_water_04.wav,3,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#satchel_plant_water_2,,SFX/Destruction/Explosion_Debris/water_##,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_asphalt,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_ceramic,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_plastic,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_rubber,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_plant_cushion,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
#satchel_plant_fruit,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
#satchel_plant_paintedmetal,,SFX\Weapon\Special\Satchel_charge\satchel_plant.wav,,0.9,1,50,1300,,,,,character,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Satchel Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
satchel_click,,SFX\Weapon\Special\Satchel_charge\satchel_detonator.wav,,1,1,50,1300,,,,,full_vol,,curve2,,,,,0.9,1.05,,3d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
satchel_click_plr,,SFX\Weapon\Special\Satchel_charge\satchel_detonator.wav,,1,1,,,,,,,full_vol,,curve2,,,,,0.9,1.05,,2d,,,,,all_mp oki2,,,,,,,,,,,,,,,,,,80,95,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Special Effects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Sub Thump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub_thump_wpn,,SFX/Levels/Berlin_2/thump_##,,0.3,0.3,500,5000,,,,,hvy_wpn,,,,,,,1,1,,3d,,,,,all_sp all_mp,,,,, ,,1,,,,,,,,,,,50,80,0.25,1,,yes
sub_thump_gren,,SFX/Levels/Berlin_2/thump_##,,0.8,0.8,500,5000,3,priority,,,hvy_wpn,,,,,,,1,1,,3d,,,,,all_sp all_mp,,,rocket_expander,, ,,1,,,,,,,,,,,50,80,0.25,1,,yes
sub_thump_gren2,,SFX/Levels/Berlin_2/thump_##,,0.8,0.8,2000,5000,3,priority,,,full_vol,,curve5,,,,,1,1,,3d,,,,,all_sp all_mp,,,grenade_explode_trail_l,, ,wpn_all,1,,,,,,,,,,,50,80,0.25,1,,yes
sub_thump_tank,,SFX/Levels/Berlin_2/thump_##,,0.8,1,500,5000,3,priority,,,hvy_wpn,,,,,,,1,1,,3d,,,,,all_sp all_mp,,,tank_ringoff,,,,1,,,,,,,,,,,50,80,0.25,1,,yes
sub_thump_wpn_92,,SFX/Levels/Berlin_2/thump_##,,0.3,0.35,500,1500,3,priority,,,hvy_wpn,,,,,,,1,1,,3d,,,,,all_sp all_mp,,,,, ,,1,,,,,,,,,,,50,80,0.25,1,,yes
sub_thump_rpg,,SFX/Levels/Berlin_2/thump_##,,0.7,0.9,500,5000,3,priority,,,hvy_wpn,,,,,,,1,1,,2d,,,,,all_sp all_mp,,,,,250,,1,,,,,,,,,,,90,90,0.25,1,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Grenade Explos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Pull Pin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grenade_pull_pin,,SFX/Weapon/Gren/Pull_Throw/pullpin.wav,,0.9,1,200,1000,,,,,reload,,,,,,,0.9,1.1,,3d,,,,,all_sp all_mp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#Pull Pin SMOKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoke_pull_pin_plyr,,SFX/Weapon/Gren/Pull_Throw/pullpin.wav,,0.9,1,200,1000,,,,,reload,,,,,,,0.9,1.1,,3d,,,,,all_sp all_mp,,,smoke_pull_pin_pop,,300,,,,,,,,,,,,,90,90,0.25,1,,
smoke_pull_pin_pop,,SFX/Weapon/Gren/Smoke/Fire/pin_##,,0.4,0.4,200,1000,,,,,reload,,,,,,,0.9,1.1,,2d,,,,,all_sp all_mp,,,,,410,,,,,,,,,,,,,90,90,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Foley throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foley_throw,,SFX/Weapon/Gren/Pull_Throw/gren_throw.wav,,0.9,1,200,300,,,,,reload,,,,,,,0.9,1.1,,3d,,,,,all_sp all_mp,,,gear_player,,,,,,,,,,,,,,,90,90,0.25,1,,
#foley_throw_grunt,,SFX/Weapon/Gren/Pull_Throw/grunt_##,,0.9,1,200,1000,,,,,ambience,,,,,,,0.98,1.02,,3d,,0.015,,,all_sp all_mp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Explo Generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#grenade_explode,,SFX/Weapon/Gren/Gen_Gren/fire_##,,0.9,1,500,2000,3,priority,,,full_vol,,curve5,,10000,,,0.9,1,,3d,,,,,all_sp,,,grenade_explode_trail_l,,,,0.7,,,,,,,no,no,,,90,90,0.25,1,,
grenade_explode_trail_l,,SFX/Weapon/Gren/Gen_Gren/gren_trail_##,,0.7,0.8,1000,5000,3,priority,,,full_vol,,curve2,,12000,,,0.9,1,,3d,,,,,all_sp,,,grenade_explode_trail_r,,50,,,,,,,,,no,no,left_player,10,90,90,0.25,1,,yes
grenade_explode_trail_r,,SFX/Weapon/Gren/Gen_Gren/gren_trail_##,,0.7,0.8,1000,5000,3,priority,,,full_vol,,curve2,,12000,,,0.9,1,,3d,,,,,all_sp,,,,,50,,,,,,,,,no,no,right_player,10,90,90,0.25,1,,yes
#grenade_explode_dist,,SFX/Destruction/explosion_dist_##,,0.9,1,3000,12000,3,priority,,,explosion,,curve5,,13000,,,0.9,1.1,,3d,,,,,all_sp,,,grenade_explode_distR,,,,0.4,,,,,,,yes,,left_player,10,40,60,0.55,1,,yes
#grenade_explode_distR,,SFX/Destruction/explosion_dist_##,,0.9,1,3000,12000,3,priority,,,explosion,,curve5,,13000,,,0.9,1.1,,3d,,,,,all_sp,,,,,,,0.4,,,,,,,yes,,right_player,10,40,60,0.55,1,,yes
grenade_explode,,SFX/Weapon/Gren/Gen_Gren/fire_##,,0.8,1,1000,6000,3,priority,,,full_vol,,curve4,,12000,,,0.9,1.04,,3d,,,,master,all_sp,,,grenade_explode_dist,,,,0.5,,,,,0.15,,no,no,,,90,90,0.25,1,,yes
grenade_explode_dist,,SFX/Destruction/explosion_dist_##,,0.9,1,3000,18000,3,priority,,,full_vol,,curve4,,24000,,,0.9,1.1,,3d,,,,,all_sp,,,grenade_explode_bass,,100,,0.4,,,,,,,yes,no,,,40,60,0.55,1,,yes
grenade_explode_bass,,SFX\Destruction\Explosion_Falloff_##,,0.7,0.8,1000,6000,3,priority,,,full_vol,,curve3,,6500,,,0.9,1.04,,3d,,,,,all_sp,,,grenade_explode_trail_l,,,wpn_all,0.5,,,,,0.15,,no,no,,,90,90,0.25,1,,yes
#For MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grenade_explode,,SFX/Weapon/Gren/Gen_Gren/fire/fire_00.wav,1,0.9,1,500,2000,3,priority,,,full_vol,,curve5,,10000,,,0.9,1,,3d,,,,,all_mp,,,grenade_explode_trail_l,,,,0.7,,,,,,,yes,,,,90,90,0.25,1,,yes
grenade_explode,,SFX/Weapon/Gren/Gen_Gren/fire/fire_01.wav,2,0.9,1,500,2000,3,priority,,,full_vol,,curve5,,10000,,,0.9,1,,3d,,,,,all_mp,,,grenade_explode_trail_l,,,,0.7,,,,,,,yes,,,,90,90,0.25,1,,yes
grenade_explode,,SFX/Weapon/Gren/Gen_Gren/fire/fire_02.wav,3,0.9,1,500,2000,3,priority,,,full_vol,,curve5,,10000,,,0.9,1,,3d,,,,,all_mp,,,grenade_explode_trail_l,,,,0.7,,,,,,,yes,,,,90,90,0.25,1,,yes
grenade_explode,,SFX/Weapon/Gren/Gen_Gren/fire/fire_03.wav,4,0.9,1,500,2000,3,priority,,,full_vol,,curve5,,10000,,,0.9,1,,3d,,,,,all_mp,,,grenade_explode_trail_l,,,,0.7,,,,,,,yes,,,,90,90,0.25,1,,yes
grenade_explode_trail_l,,SFX/Weapon/Gren/Gen_Gren/gren_trail/gren_trail_00.wav,1,0.4,0.6,500,2000,3,priority,,,explosion,,curve5,,10000,,,0.9,1,,3d,,,,,all_mp,,,grenade_explode_trail_r,,50,,,,,,,,,yes,,left_player,10,90,90,0.25,1,,yes
